category,city,email,name,phones,products,site,social
Чёрный металлопрокат,Белгородская область,,Белгородский абразивный завод,+7 (4722) 77-70-01,,www.belabraziv.ru,"http://facebook.com/oaobaz,https://vk.com/belabraziv,https://www.youtube.com/channel/UCw2_RsybA7LVdYAv64f5iUg"
Чёрный металлопрокат,Белгородская область,,Пункт приема лома цветных и черных металлов,,,,
Чёрный металлопрокат,Белгородская область,,ТНМК-Белгород,+7 (4722) 40-26-68,Труба медная 12х1 М2М,tnmk-belgorod.ru,
Чёрный металлопрокат,Белгородская область,,Стальстрой31,+7 (4722) 56-91-37,,,
Чёрный металлопрокат,Белгородская область,,Металлобаза,,,,
Чёрный металлопрокат,Белгородская область,,Стальдепо,+7 (4722) 37-30-88,,staldepo.ru,"https://viber.click/79107373088,https://vk.com/staldepo,https://wa.me/79107373088,https://www.instagram.com/rezka__31,https://youtube.com/channel/UCD1L_0zRd_G_VlOlZy1vYGw"
Чёрный металлопрокат,Белгородская область,,Металл 31,+7 (980) 374-04-23,,metal31.ru,
Строительные материалы,Белгородская область,,Великий двор,+7 (910) 226-71-72,,veldvor31.ru,https://vk.com/id464605341
Строительные материалы,Белгородская область,,Идеал Микс,+7 (910) 360-77-34,Грузовой эвакуатор,idealmix.ru,"http://ok.ru/group/57669776900142,https://www.instagram.com/ideal_mix31"
Строительные материалы,Белгородская область,,Строитель,+7 (47248) 3-14-19,,,
Строительные материалы,Белгородская область,,СтройМастер,8 (800) 600-55-45,,stroymaster.shop,
Строительные материалы,Белгородская область,,Радуга,+7 (910) 360-07-94,,,
Строительные материалы,Белгородская область,,Властелин,+7 (4722) 58-48-15,,vlastelin31.ru,
Металлопрокат,Владимирская область,,Металлобаза,+7 (4922) 36-11-00,,metallobasa1.ru,
Металлопрокат,Москва,,ТД Сортпрокат,+7 (499) 642-39-63,,sort-prokat.ru,https://wa.me/89854372719
Цветной металл,Московская область,,Прием лома,+7 (925) 741-50-51,,,https://wa.me/79257415051
Цветной металл,Московская область,,Цвет Мет,+7 (929) 653-96-39,"Медь от,Алюминий от,АКБ от",,https://wa.me/79296539639
Цветной металл,Московская область,,Московские вторичные ресурсы,+7 (926) 888-59-53,"Алюминий от,Латунь от,Нержавейка от",lompriem.ru,https://wa.me/79268885953
Цветной металл,Московская область,,Прием Чёрных и Цветных Металлов,+7 (905) 558-46-43,,,"https://viber.click/79055584643,https://vk.com/tsvetmet750,https://wa.me/79055584643"
Цветной металл,Московская область,,Цветметаллресурс,+7 (495) 777-02-30,,www.cvetmetres.ru,
Цветной металл,Московская область,,Юрал,+7 (495) 221-75-38,,www.okrasim.ru,http://facebook.com/okrasim.ru
Цветной металл,Брянская область,,АО Металл,8 (800) 555-59-82,,bryansk.metall-ural.ru,
Цветной металл,Брянская область,,Диорит,+7 (4832) 51-65-33,,,
Цветной металл,Брянская область,,Брянсквтормет,+7 (4832) 63-83-85,,radiolom-skupka.ru,
Цветной металл,Брянская область,,Вторметбрянск,+7 (950) 698-90-84,,vmb32.ru,
Цветной металл,Брянская область,,Приём металлолома,+7 (953) 270-80-32,,,
Цветной металл,Брянская область,,БрянскВторМеталл,+7 (4832) 33-23-93,,,
Цветной металл,Брянская область,,Пункт приема лома,,,,
Цветной металл,Воронежская область,,ПЗУ Давыдовка,+7 (919) 247-97-15,,vrnlom.ru,
Цветной металл,Ивановская область,,Вторцветмет,,,,
Цветной металл,Ивановская область,,Русский металл,+7 (961) 248-99-23,,www.rmet.ru,https://www.youtube.com/channel/UCdt5T2aJXbVcPj-tveeM8wA
Металлопрокат,Московская область,,Металлоторг,+7 (495) 727-22-27,,www.metallotorg.ru,
Цветной металл,Ивановская область,,Центромет-Иваново,+7 (4932) 35-27-42,,,
Цветной металл,Ивановская область,,Прием Цветного и Чёрного лома,+7 (920) 354-57-70,,,https://vk.com/id417653548
Цветной металл,Ивановская область,,Русский металл,+7 (4932) 59-06-90,,www.rusmet365.ru,https://www.youtube.com/channel/UCdt5T2aJXbVcPj-tveeM8wA
Цветной металл,Ивановская область,,Пункт приема цветного металла,+7 (901) 285-98-50,,,
Цветной металл,Ивановская область,,"Русский металл Ново-Талицы, 4б",,,www.rusmet365.ru,
Цветной металл,Ивановская область,,ИвЦветМет,+7 (960) 500-06-56,,cvetmet37.ru,"https://viber.click/79605000656,https://vk.com/cvetmet37,https://wa.me/79605000656"
Чёрный металлопрокат,Ивановская область,,Метизцветмет,+7 (4932) 38-30-13,,,
Чёрный металлопрокат,Ивановская область,,СК Настил: решетчатые настилы,+7 (4932) 92-92-02,,sknastil.ru,
Строительные материалы,Ивановская область,,Стройинвест,8 (800) 250-47-50,,stroyinvest-market.ru,"https://vk.com/stroyinvest_market,https://www.facebook.com/Stroyinvest-222740628337686/,https://www.instagram.com/stroyinvest_market/"
Строительные материалы,Ивановская область,,Мир кровли,+7 (920) 358-17-55,"Фасадная панель Т-Сайдинг Двухцветная покраска Гранит Марсель Саяны,Профнастил С8А Дачный PE RAL 5005 сигнальный синий,Профнастил С10A Дачный PE RAL 8017 шоколад",ivanovo.mirkrovly.org,https://vk.com/mir_krovly
Цветной металл,Воронежская область,,Мегапром,+7 (473) 229-92-25,,lommetala.ru,
Цветной металл,Воронежская область,,Металл-Стандарт,+7 (473) 211-20-12 [object Object],,mtst36.ru,https://www.youtube.com/channel/UC9N5FWaKTlO1UWr5LSPqMjg
Цветной металл,Воронежская область,,Фирма Вера,+7 (473) 220-78-88,,www.kampan.ru,"http://facebook.com/колокололитейный-завод-анисимова-anisimov-bell-foundry-220244644780743,https://www.instagram.com/kolokolavera/"
Цветной металл,Воронежская область,,"Воронеж ВЦМ, офис",+7 (473) 279-80-05,,vzmvrn.su,https://vk.com/public122917091
Цветной металл,Воронежская область,,Воронеж-Втормет,+7 (473) 233-23-47,,vrnlom.ru,
Цветной металл,Воронежская область,,Воронежвторсырье,+7 (920) 229-18-01,,voronezh.priem-metallolom.com,"http://vk.com/metall36,https://viber.click/79518738923,https://wa.me/79518738923,https://www.instagram.com/voronezhvtorsyre"
Цветной металл,Воронежская область,,Фортуна,+7 (952) 959-79-49,,fortmetvrn.clients.site,"http://vk.com/metallvoronezh,https://wa.me/79529597949"
Цветной металл,Воронежская область,,Вип Металл,+7 (951) 858-77-28,,voronezh.lom-invest.ru,"http://vk.com/vipmetall36,https://wa.me/79518587728"
Чёрный металлопрокат,Воронежская область,,МеталлМаркет,+7 (920) 444-44-25,,mmsportpark.ru,"https://facebook.com/gkmetallmarket,https://ok.ru/group/53987432923207,https://vk.com/mmsportpark,https://www.instagram.com/mmsportpark/"
Чёрный металлопрокат,Воронежская область,,Металлоптторг,+7 (473) 246-31-91,,www.metallopttorg.su,
Чёрный металлопрокат,Воронежская область,,Скупка катализаторов в Воронеже. Прием лома,+7 (473) 229-91-36,,www.lom36.ru,"https://twitter.com/lom36ru,https://viber.click/79202299136"
Чёрный металлопрокат,Воронежская область,,Агат,+7 (473) 259-10-00,,,
Чёрный металлопрокат,Воронежская область,,Воронеж-Втормет,+7 (473) 205-20-04,,vrnlom.ru,
Чёрный металлопрокат,Воронежская область,,Хетек Воронеж,+7 (473) 229-29-12,,xetek.ru,"https://vk.com/xetek,https://www.instagram.com/xetekmetallolomvoronezh/?igshid=kjcnu6rzi9o3"
Строительные материалы,Воронежская область,,Эколес,+7 (473) 239-18-29,,www.ekoles-vrn.ru,
Строительные материалы,Воронежская область,,СтройГвардия,+7 (473) 258-91-88,,setka-vrn.ru,
Строительные материалы,Воронежская область,,Лидер,+7 (473) 233-00-77,,lider-vrn.ru,"http://instagram.com/lider_vrn,http://vk.com/vrn_lider"
Строительные материалы,Воронежская область,,Молоток,,,,
Строительные материалы,Воронежская область,,Стройсфера,+7 (473) 258-20-01,,трикирпича.рф,
Строительные материалы,Воронежская область,,База Шифер,+7 (473) 221-40-40,,bazashifer.ru,
Строительные материалы,Воронежская область,,Новый Дом,+7 (473) 210-00-11,,www.n-dom.com,
Строительные материалы,Воронежская область,,Castorama,+7 (473) 269-74-36,,www.castorama.ru,"https://ok.ru/castorama,https://vk.com/castorama,https://www.facebook.com/CastoramaRussia,https://www.instagram.com/castoramarussia,https://www.youtube.com/CastoramaRussia"
Цветной металл, Калужская область,,Калужский завод по обработке цветных металлов,+7 (4842) 72-85-55,,www.bimetall.ru,
Цветной металл, Калужская область,,Прием цветного и черного металла,+7 (953) 335-35-21,,,"https://viber.click/79533353521,https://vk.com/id584035123,https://wa.me/79533353521"
Цветной металл, Калужская область,,Приём металла цветного и черного,+7 (902) 932-03-37,,,https://vk.com/id584338935
Цветной металл, Калужская область,,Прием Цветного и Чёрного лома,+7 (920) 351-82-62,,,https://vk.com/id417653548
Цветной металл, Калужская область,,Приём цветного и чёрного металла,+7 (902) 398-27-85,,,https://www.instagram.com/1967sergeii?r=nametag
Чёрный металлопрокат, Калужская область,,Ивтент-сервис,+7 (4932) 33-89-06,,iv-tent.ru,"https://vk.com/metallobaza37,https://www.instagram.com/metallbaza37"
