category,city,email,name,phones,products,site,social
Строительные материалы, Калужская область,,Строй Дом,+7 (961) 125-64-57,,,
Цветной металл,Брянская область,,Пункт приема металлолома,+7 (951) 711-99-02,,,
Цветной металл,Воронежская область,,ПЗУ Давыдовка,+7 (919) 247-97-15,,vrnlom.ru,
Цветной металл,Воронежская область,,Мегапром,+7 (473) 229-92-25,,lommetala.ru,
Цветной металл,Воронежская область,,Металл-Стандарт,+7 (473) 211-20-12 [object Object],,mtst36.ru,https://www.youtube.com/channel/UC9N5FWaKTlO1UWr5LSPqMjg
Цветной металл,Воронежская область,,Фирма Вера,+7 (473) 220-78-88,,www.kampan.ru,"http://facebook.com/колокололитейный-завод-анисимова-anisimov-bell-foundry-220244644780743,https://www.instagram.com/kolokolavera/"
Цветной металл,Воронежская область,,"Воронеж ВЦМ, офис",+7 (473) 279-80-05,,vzmvrn.su,https://vk.com/public122917091
Цветной металл,Воронежская область,,Воронеж-Втормет,+7 (473) 233-23-47,,vrnlom.ru,
Цветной металл,Воронежская область,,Воронежвторсырье,+7 (920) 229-18-01,,voronezh.priem-metallolom.com,"http://vk.com/metall36,https://viber.click/79518738923,https://wa.me/79518738923,https://www.instagram.com/voronezhvtorsyre"
Цветной металл,Воронежская область,,Фортуна,+7 (952) 959-79-49,,fortmetvrn.clients.site,"http://vk.com/metallvoronezh,https://wa.me/79529597949"
Цветной металл,Воронежская область,,Вип Металл,+7 (951) 858-77-28,,voronezh.lom-invest.ru,"http://vk.com/vipmetall36,https://wa.me/79518587728"
Чёрный металлопрокат,Воронежская область,,МеталлМаркет,+7 (920) 444-44-25,,mmsportpark.ru,"https://facebook.com/gkmetallmarket,https://ok.ru/group/53987432923207,https://vk.com/mmsportpark,https://www.instagram.com/mmsportpark/"
Чёрный металлопрокат,Воронежская область,,МеталлПромТорг36,+7 (920) 400-50-70,,,
Чёрный металлопрокат,Воронежская область,,Металлоптторг,+7 (473) 246-31-91,,www.metallopttorg.su,
Чёрный металлопрокат,Воронежская область,,Скупка катализаторов в Воронеже. Прием лома,+7 (473) 229-91-36,,www.lom36.ru,"https://twitter.com/lom36ru,https://viber.click/79202299136"
Чёрный металлопрокат,Воронежская область,,Воронеж-Втормет,+7 (473) 205-20-04,,vrnlom.ru,
Чёрный металлопрокат,Воронежская область,,Хетек Воронеж,+7 (473) 229-29-12,,xetek.ru,"https://vk.com/xetek,https://www.instagram.com/xetekmetallolomvoronezh/?igshid=kjcnu6rzi9o3"
Строительные материалы,Воронежская область,,Строй Микс,+7 (473) 228-18-80,,strmix.ru,"https://www.instagram.com/strmixvrn/,https://www.youtube.com/channel/UC_Iw3IqDdU56WKDppChw5ww?view_as=subscriber"
Строительные материалы,Воронежская область,,Лидер,+7 (473) 233-00-77,,lider-vrn.ru,"http://instagram.com/lider_vrn,http://vk.com/vrn_lider"
Строительные материалы,Воронежская область,,Молоток,,,,
Строительные материалы,Воронежская область,,Стройсфера,+7 (473) 258-20-01,,трикирпича.рф,
Строительные материалы,Воронежская область,,База Шифер,+7 (473) 221-40-40,,bazashifer.ru,
Строительные материалы,Воронежская область,,Строй Двор,+7 (920) 222-77-00,,,
Строительные материалы,Воронежская область,,Ассоциация Менеджеров,+7 (473) 291-92-42,,am-vrn.ru,https://vk.com/amvrnru
Строительные материалы,Воронежская область,,Castorama,+7 (473) 269-74-36,,www.castorama.ru,"https://ok.ru/castorama,https://vk.com/castorama,https://www.facebook.com/CastoramaRussia,https://www.instagram.com/castoramarussia,https://www.youtube.com/CastoramaRussia"
Строительные материалы,Воронежская область,,Крафт Строительные материалы,+7 (910) 345-05-04,,craftflex.ru,https://wa.me/79103450504
Торгово-производственная компания,Воронежская область,,Производственно-коммерческая фирма Акрил,+7 (47372) 2-29-37,,www.7color.ru,
Торгово-производственная компания,Воронежская область,,Полихим-Воронеж,+7 (473) 221-79-79,,www.polihim-voronezh.ru,
Торгово-производственная компания,Воронежская область,,ТоргМаг,+7 (951) 555-75-75,,torgmagvrn.ru,
Торгово-производственная компания,Воронежская область,,Воронежская Холодильная Компания,8 (800) 700-37-70,,www.vhk-voronezh.ru,
Торгово-производственная компания,Воронежская область,,ТПК Максимум,+7 (473) 300-30-53,,tpk36.ru,"https://vk.com/maximum36,https://www.instagram.com/tpkmaksimum"
Торгово-производственная компания,Воронежская область,,Мстрой,,,асфальтворонеж.рф,
Строительные материалы, Калужская область,,Аксон,8 (800) 100-49-00,,akson.ru,"https://ok.ru/akson.ru,https://vk.com/akson_ru,https://www.facebook.com/Akson.ru,https://www.instagram.com/akson.ru,https://www.youtube.com/channel/UCsHRDKWrlz-VG97EJlcyBiQ"
Строительные материалы, Калужская область,,Аксон,8 (800) 100-49-00,,akson.ru,"https://ok.ru/akson.ru,https://vk.com/akson_ru,https://www.facebook.com/Akson.ru,https://www.youtube.com/channel/UCsHRDKWrlz-VG97EJlcyBiQ"
Торгово-производственная компания, Калужская область,,Рекаст,+7 (4842) 22-24-80,,rekast.ru,
Торгово-производственная компания, Калужская область,,"Растр-Технология, контрольно-пропускной пункт",+7 (484) 399-60-80,,r-tech.ru,
Торгово-производственная компания, Калужская область,,Хорошая Торговка,+7 (4842) 40-04-95,,хорошаяторговка.рф,
Торгово-производственная компания, Калужская область,,Медынский завод Пластиковой упаковки,+7 (499) 283-88-18,,mzpu-plast.com,
Торгово-производственная компания, Калужская область,,Аблъко - натуралный сидр и напитки из лучших яблок Торкотино,+7 (910) 706-27-68,,www.ablko.ru,"https://viber.click/79107062768,https://wa.me/79107062768,https://www.facebook.com/ablko.cider/,https://www.instagram.com/ablko.cider"
Торгово-производственная компания, Калужская область,,СВС Про Плюс,+7 (968) 531-84-65,Панировочные сухари,panirovka40.ru,"https://viber.click/89685318465,https://wa.me/89685318465"
Торгово-производственная компания, Калужская область,,Калужский кабельный завод,+7 (48434) 4-29-81,,kcab.ru,"http://facebook.com/kalugacable,http://instagram.com/kkz_cable,https://www.youtube.com/channel/UCZA0dlqpQwb92SS0o7_53vQ"
Торгово-производственная компания, Калужская область,,Цуегг Руссия,+7 (48431) 5-22-00,,www.zuegg-atelier.com,
Торгово-производственная компания, Калужская область,,Производственная компания Тесей,+7 (484) 399-37-42,,www.tesey.com,
Торгово-производственная компания, Калужская область,,МосМедынь агропром,+7 (48433) 2-30-45,,,
Строительная компания, Калужская область,,Строитель,+7 (960) 525-20-67,,,
Строительная компания, Калужская область,,Строительная Компания Регион40,+7 (930) 757-55-55,,region40rus.ru,"https://viber.click/89307575555,https://wa.me/89307575555"
Строительная компания, Калужская область,,Строительная компания 2Строй,+7 (925) 391-84-70,,2stroy.com,
Строительная компания, Калужская область,,Kampadom,+7 (4842) 75-11-98,,www.kampadom.ru,"https://www.instagram.com/g_house.ru/,https://www.youtube.com/channel/UC0Sw6itDlmavxP7xO5T-0SQ"
Строительная компания, Калужская область,,Детинец,8 (800) 100-24-23,,detinez.ru,"http://facebook.com/detinez.ru,http://instagram.com/detinez,http://ok.ru/detinez,http://twitter.com/detinez_ru,http://vk.com/detinez_ru,http://youtube.com/channel/UCAG6GQuvOxOol30UcoM2M0g"
Строительная компания, Калужская область,,ЖК Лесная деревня,+7 (910) 606-70-13,,,
Строительная компания, Калужская область,,Стройкомплекс Таруса,+7 (915) 352-05-25,,tarusa-cottage.ru,"https://vk.com/public68334913,https://www.youtube.com/channel/UCh0r7b4xzY4OlKFtQmG0cAw"
Строительная компания, Калужская область,,Игла,8 (800) 222-45-42,,www.sk-igla.ru,"https://ok.ru/skigla,https://vk.com/sk_igla,https://wa.me/89208988966,https://www.facebook.com/skigla/,https://www.instagram.com/sk_igla/"
Строительная компания, Калужская область,,Стройтехмонтаж +,+7 (48431) 2-58-00,,stm-plus.org,
Строительная компания, Калужская область,,Калужская Строительная Компания,+7 (903) 636-77-66,,www.ksk40.ru,
Строительная компания, Калужская область,,Белый дом,+7 (4842) 33-32-16,,belydom.ru,"http://vk.com/tsc_belydom,https://instagram.com/beliy_dom_kaluga,https://www.facebook.com/tscbelydom"
Строительная компания, Калужская область,,New Domik,+7 (910) 707-15-15,,new-domik.ru,"https://vk.com/newdomik,https://www.facebook.com/profile.php?id=100014420683345&lst=100014420683345:100014420683345:1584726408&sk=friends&source_ref=pb_friends_tl"
Строительная компания, Калужская область,,Бонолит,+7 (48431) 5-94-81,,bonolit.ru,"http://instagram.com/bonolit,http://twitter.com/bonolit_ru,http://youtube.com/channel/UCEkdTb4uzkjw2UCxLNVp7YA,https://vk.com/bonolit,https://www.facebook.com/Bonolit"
Металлопрокат, Калужская область,,МегаСтальСтрой,+7 (499) 350-77-57,,bulatt.ru,https://vk.com/metallbulatt
Металлопрокат, Калужская область,,Сплав,+7 (4842) 75-20-10,,deschevo.su,https://vk.com/klgsplav
Металлопрокат, Калужская область,,СтальСнаб,+7 (484) 399-73-97,"Лист 0,5х1000х2000 (AISI-430) 2В",www.sksnab.ru,"https://viber.click/4843997397,https://wa.me/79065092749"
Металлопрокат, Калужская область,,На Кариже,+7 (48431) 5-80-12,,,
Металлопрокат, Калужская область,,Мегастрой,+7 (48435) 3-11-26,,megastroy-serpuhov.ru,https://www.youtube.com/channel/UCBT1K5W4-xY8pgcJPNk2nAw
Металлопрокат, Калужская область,,Металлопрокат,+7 (980) 510-74-04,,,
Металлопрокат, Калужская область,,Мастерок,+7 (910) 543-56-62,,,
Металлопрокат, Калужская область,,МеталлСтройСнаб,8 (800) 450-00-15,,metallss.ru,http://vk.com/metallssru
Цветной металл,Ивановская область,,Вторцветмет,,,,
Цветной металл,Ивановская область,,Русский металл,+7 (961) 248-99-23,,www.rmet.ru,https://www.youtube.com/channel/UCdt5T2aJXbVcPj-tveeM8wA
Цветной металл,Ивановская область,,Центромет-Иваново,+7 (4932) 35-27-42,,,
Цветной металл,Ивановская область,,Прием Цветного и Чёрного лома,+7 (920) 354-57-70,,,https://vk.com/id417653548
Цветной металл,Ивановская область,,Русский металл,+7 (4932) 59-06-90,,www.rusmet365.ru,https://www.youtube.com/channel/UCdt5T2aJXbVcPj-tveeM8wA
Цветной металл,Ивановская область,,Цветмет,,,,
Цветной металл,Ивановская область,,Пункт приема цветного металла,+7 (901) 285-98-50,,,
Цветной металл,Ивановская область,,"Русский металл Ново-Талицы, 4б",,,www.rusmet365.ru,
Цветной металл,Ивановская область,,Прием Цветного и Чёрного лома,+7 (920) 351-82-62,,,https://vk.com/id417653548
Цветной металл,Ивановская область,,ИвЦветМет,+7 (960) 500-06-56,,cvetmet37.ru,"https://viber.click/79605000656,https://vk.com/cvetmet37,https://wa.me/79605000656"
Чёрный металлопрокат,Ивановская область,,Метизцветмет,+7 (4932) 38-30-13,,,
Чёрный металлопрокат,Ивановская область,,СК Настил: решетчатые настилы,+7 (4932) 92-92-02,,sknastil.ru,
Цветной металл,Брянская область,,Центрвтормет,+7 (4832) 40-12-40,,cvm32.ru,"http://instagram.com/laplandiarest,http://vk.com/laplandia_spb,http://youtube.com/channel/UCbOXGaRQtBLum3-5H7PpuUw"
Цветной металл,Брянская область,,Приём металлолома,+7 (908) 285-44-84,,,
Цветной металл,Брянская область,,Шами-Сервис,+7 (960) 547-77-97,,www.shami32.ru,
Цветной металл,Брянская область,,"РТГ МетПромСтар, Брянск",8 (800) 555-87-32,,www.mpstar.ru,"https://twitter.com/Metpromstar,https://vk.com/mpstar,https://www.facebook.com/mpstar.ru,https://www.instagram.com/metpromstar/"
Цветной металл,Брянская область,,АО Металл,8 (800) 555-59-82,,bryansk.metall-ural.ru,
Цветной металл,Брянская область,,Диорит,+7 (4832) 51-65-33,,,
Цветной металл,Брянская область,,Брянсквтормет,+7 (4832) 63-83-85,,radiolom-skupka.ru,
Цветной металл,Брянская область,,Вторметбрянск,+7 (950) 698-90-84,,vmb32.ru,
Цветной металл,Брянская область,,Приём металлолома,+7 (953) 270-80-32,,,
Цветной металл,Брянская область,,БрянскВторМеталл,+7 (4832) 33-23-93,,,
Чёрный металлопрокат,Брянская область,,Приём металлолома,+7 (961) 100-08-29,,lom32.ru,
Чёрный металлопрокат,Брянская область,,"Ногинский трубопрофильный завод, Брянский филиал",+7 (4832) 59-01-70,,брянск.нтпз.рф,https://www.youtube.com/channel/UCRkYwMpOLrM9JmF9eJcp9vQ
Торгово-производственная компания,Воронежская область,,Хетек Бетон,+7 (473) 205-20-29,,b.xetek.ru,
Торгово-производственная компания,Воронежская область,,Торгово-промышленная палата Воронежской области,+7 (473) 277-24-87,,www.tppvo.ru,"https://twitter.com/tpprf_ru,https://vk.com/tpprf,https://www.facebook.com/tpprf,https://www.instagram.com/tpprf/"
Торгово-производственная компания,Воронежская область,,Сковородкино,+7 (47341) 5-44-78,,www.skovorodkino.su,"http://facebook.com/skovorodkino,http://vk.com/skovorodkino,https://twitter.com/Skovorodkino"
Торгово-производственная компания,Воронежская область,,Сртп Гидропривод,+7 (473) 259-28-38,,gidroprivod.net,"https://viber.click/89601142363,https://www.instagram.com/srtpgidroprivod"
Строительная компания,Воронежская область,,Крайс,8 (800) 700-15-10,,krays.ru,"https://www.facebook.com/KRAYS-group-112435046792738/,https://www.instagram.com/krays_group/,https://www.youtube.com/channel/UCHlMTaLLoOZZdyrL6rtHoqw"
Строительная компания,Воронежская область,,ВоронежТехМонтаж,+7 (960) 102-12-20,,www.vtm36.ru,
Строительная компания,Воронежская область,,Выбор,8 (800) 100-49-99,,vyborstroi.ru,"https://vk.com/vyborstroiru,https://www.facebook.com/vyborstroiru,https://www.instagram.com/vyborstroiru,https://www.youtube.com/c/%D0%A1%D1%82%D1%80%D0%BE%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F%D0%92%D0%AB%D0%91%D0%9E%D0%A0"
Строительная компания,Воронежская область,,Развитие,+7 (473) 260-22-00,,www.grad1.ru,"http://youtube.com/channel/UCy4IDElmFf3lzb2mkPz907A,https://vk.com/grad1,https://www.facebook.com/grad1.ru,https://www.instagram.com/razvitie_vrn"
Металлопрокат, Калужская область,,Металлоторг,+7 (4842) 55-55-65,,www.metallotorg.ru,
Цветной металл,Владимирская область,,МосВторМет,8 (800) 100-80-32,,mvmlom.ru,
Цветной металл,Владимирская область,,Катализатор ППР,8 (800) 200-81-45,,vladimir.katalizatorppr.ru,"https://vk.com/skupka_katalizator_ppr,https://www.instagram.com/katalizator_ppr/,https://www.youtube.com/channel/UCUC5a7dFxa80Y_tDHh8Ad7w"
Цветной металл,Владимирская область,,Приём металлолома,+7 (900) 583-45-98,лом,vladimirlom.mya5.ru,"https://instagram.com/priemmetalolomavladimir,https://vk.com/lom_33"
Цветной металл,Владимирская область,,АО Торговый Дом Кольчуг-ОЦМ,+7 (915) 773-22-24,,kolchug-ocm.ru,
Чёрный металлопрокат,Ивановская область,,Верхневолжский СМЦ,+7 (4932) 38-44-41,,,
Строительные материалы,Ивановская область,,Мир кровли,+7 (920) 358-17-55,"Фасадная панель Т-Сайдинг Двухцветная покраска Гранит Марсель Саяны,Профнастил С8А Дачный PE RAL 5005 сигнальный синий,Профнастил С10A Дачный PE RAL 8017 шоколад",ivanovo.mirkrovly.org,https://vk.com/mir_krovly
Строительные материалы,Ивановская область,,Лидерстрой,,,,
Строительные материалы,Ивановская область,,4 Сезона,+7 (4932) 33-92-16,,ivanovo.mk4s.ru,"https://facebook.com/mk4s.ru,https://twitter.com/mk4s_ru,https://vk.com/mk4s_ru,https://www.instagram.com/marketkrov_4sezona/,https://www.youtube.com/channel/UC7t0ua-i8OzaC7ul7Gs2d2A"
Строительные материалы,Ивановская область,,СтройДвор,+7 (4932) 38-89-86,,www.stroydvor-iv.ru,
Строительные материалы,Ивановская область,,СтройДОМ,+7 (4932) 93-80-00,,stroydom-ivanovo.ru,"http://vk.com/stroydom_iv,https://www.instagram.com/"
Строительные материалы,Ивановская область,,Центр Строительных Материалов,+7 (4932) 36-00-20,,www.csm37.ru,"http://vk.com/csm37,https://www.instagram.com/csm_ivanovo/"
Строительные материалы,Ивановская область,,Леруа Мерлен,8 (800) 700-00-99,,ivanovo.leroymerlin.ru,"https://ok.ru/leroymerlin,https://twitter.com/_LeroyMerlin,https://vk.com/leroy_merlin,https://www.facebook.com/LeroyMerlinRussia,https://www.instagram.com/leroymerlinivanovo/,https://www.youtube.com/user/LeroyMerlinRu"
Строительные материалы,Ивановская область,,Стройбат,+7 (4932) 22-02-30,,strojbat.com,"http://vk.com/prokat_v_ivanovo,https://ok.ru/group/strojbat.com"
Строительные материалы,Ивановская область,,Аксон,8 (800) 100-49-00,,akson.ru,"http://facebook.com/akson.ru,https://ok.ru/akson.ru,https://vk.com/akson_ru"
Торгово-производственная компания,Ивановская область,,Спецодежда 37,8 (800) 777-90-37,,specodezhda37.ru,"https://ok.ru/group/56269840449709,https://viber.click/79011919037,https://vk.com/titan__pro,https://wa.me/79011919037"
Торгово-производственная компания,Ивановская область,,Производственная,,,,
Торгово-производственная компания,Ивановская область,,Торгово-производственная компания,,,,
Торгово-производственная компания,Ивановская область,,Torg-tm.ru,+7 (4932) 20-45-25,,torg-tm.ru,
Торгово-производственная компания,Ивановская область,,Ивановский кабельный завод,+7 (495) 150-40-20,"ВВГ-Пнг(А)-LS 3х6 (2,71)-0.66,ВВГ-Пнг(А)-LSLTx 3х4 (2,20)-0,66,ВВГнг(А)-FRLS 3х4 (2,21)-1 с/з",ivkz.ru,https://www.youtube.com/channel/UCSdGj-leuXfTIzdfU_MfDww
Торгово-производственная компания,Ивановская область,,Торгово-Промышленная Палата Ивановской области,+7 (4932) 93-62-24,,ivanovo.tpprf.ru,"http://vk.com/tpprf,http://www.youtube.com/user/tpprfru,https://www.facebook.com/tppivobl/"
Торгово-производственная компания,Ивановская область,,Завод кож,+7 (4932) 33-04-41,,ivcore.ru,"http://facebook.com/ivcorerussia,http://instagram.com/ivcore.ru,https://vk.com/ivcorerussia"
Торгово-производственная компания,Ивановская область,,Производство керамических изделий,+7 (964) 490-86-49,,tandyrof.ru,"https://twitter.com/tandyrof,https://vk.com/tandyrof_ru,https://www.instagram.com/tandyrof.ru/"
Торгово-производственная компания,Ивановская область,,ЛиматонУпаковка,8 (800) 600-70-28,,limpack.ru,
Торгово-производственная компания,Ивановская область,,Тейковский ХБК,8 (800) 350-99-33,,www.teikovo.com,"http://facebook.com/тейковский-хбк-1375868142677509,http://instagram.com/teikovo.hbk,http://vk.com/club63054627,https://ok.ru/group/50711341629601"
Строительная компания,Ивановская область,,ДСК,+7 (49331) 4-01-07,,dskpro.ru,
Строительная компания,Ивановская область,,Славянский Дом,+7 (4932) 93-81-00,,slavdom37.ru,"https://vk.com/slav.dom37,https://www.instagram.com/slavdom_37"
Строительная компания,Ивановская область,,Природный камень,+7 (4932) 38-05-55,,ivkam37.ru,"http://ok.ru/ivkamni,http://vk.com/ivkam37,https://www.instagram.com/ivkam37.ru/"
Строительная компания,Ивановская область,,Водосток Стройремонт,,,,
Строительная компания,Ивановская область,,СтройДвор,+7 (910) 982-90-90,,,
Строительная компания,Ивановская область,,Строй-Ка44,+7 (963) 218-67-77,,stroy-ka44.ru,"https://ok.ru/group/55117535379596,https://viber.click/79203913875,https://vk.com/id569410032,https://wa.me/79203913875,https://www.instagram.com/ooo_stroy_ka44/"
Строительная компания,Ивановская область,,Уютный двор,+7 (4932) 24-06-12,,udvor.com,
Строительная компания,Ивановская область,,РемСтройКом,+7 (964) 494-13-99,,ремстройком.рф,"https://ok.ru/profile/582809755535,https://wa.me/89644941399"
Строительная компания,Ивановская область,,ОАО Тейковское ДРСУ,+7 (49343) 2-15-32,,,
Строительная компания,Ивановская область,,Резцофф,+7 (49351) 6-03-07,,reztsoff.ru,
Строительная компания,Ивановская область,,АрхиМодуль,+7 (920) 353-94-85,,архимодуль37.рф,https://www.instagram.com/archimodul37
Строительная компания,Ивановская область,,Мастер Строй,+7 (920) 351-99-88,,ms-37.ru,"http://instagram.com/masterstroi37kineshma,https://ok.ru/masterstroy.kineshma,https://t.me/Master_Stroi_Kineshma,https://viber.click/89203519988,https://vk.com/id266597124,https://wa.me/89203519988,https://www.facebook.com/masterstroikineshma/?ref=bookmarks"
Металлопрокат,Ивановская область,,Металлопрокат-НН,+7 (831) 414-81-49,,mpt-nn.ru,
Металлопрокат,Ивановская область,,МеталлоПроф,+7 (4852) 33-83-39,,metallo-prof.ru,"http://facebook.com/metalloprof/,http://instagram.com/metalloprof,http://vk.com/metalloprof76,https://ok.ru/group/55001724289228,https://viber.click/89109737524,https://wa.me/89109737524,https://www.youtube.com/channel/UCGnSS5b57vefiWmEfkj8Muw"
Металлопрокат,Ивановская область,,МеталлоБаза Курьяново,+7 (962) 166-18-84,,metallobaza-kuryanovo.pulscen.ru,https://viber.click/89621661884
Металлопрокат,Ивановская область,,Техснабторг,+7 (4932) 58-10-66,,tehsnabtorg.ru,
Металлопрокат,Ивановская область,,Темп,+7 (962) 202-44-46,,tempmet.ru,
Металлопрокат,Ивановская область,,Техснабторг Склад,+7 (964) 490-25-62,,tehsnabtorg.ru,
Металлопрокат,Ивановская область,,ВолгаСтройСервис,+7 (49331) 9-68-78 [object Object],,metallobaza37.ru,
Металлопрокат,Ивановская область,,Металл-альянс,+7 (4932) 48-30-30,,ma37.ru,
Металлопрокат,Ивановская область,,"ДиПОС-Иваново, Верхневолжский СМЦ",8 (800) 200-01-20,,ivanovo.dipos.ru,"https://www.facebook.com/dipos.ru/,https://www.instagram.com/_dipos_/,https://www.youtube.com/channel/UCeu6KE7x3KjnuaUNOYVqUhw"
Металлопрокат,Ивановская область,,Первая Металлобаза,+7 (910) 689-43-88,,www.metall-shuya.ru,
Цветной металл,Московская область,,Московские вторичные ресурсы,+7 (926) 888-59-53,"Алюминий от,Латунь от,Нержавейка от",lompriem.ru,https://wa.me/79268885953
Чёрный металлопрокат,Брянская область,,Евраз Металл Инпром,8 (800) 555-38-58,,www.emi.evraz.com,
Чёрный металлопрокат,Брянская область,,Металлград,+7 (4832) 30-12-01,,metallgrad32.tiu.ru,
Чёрный металлопрокат,Брянская область,,Каркас,+7 (4832) 37-00-23,,каркас32.рф,"https://vk.com/potolki32ru,https://www.instagram.com/potolki32br/"
Строительные материалы,Брянская область,,Уровень,+7 (953) 274-40-94,,,
Строительные материалы,Брянская область,,Bohrer,,,bryansk.bohrer.ru,
Строительные материалы,Брянская область,,Проспект,+7 (980) 332-05-67,,,
Строительные материалы,Брянская область,,Муравейник,+7 (4832) 30-33-43 [object Object],,,"https://ok.ru/muraveynik32,https://viber.click/89208554477,https://vk.com/muraveynik_32,https://wa.me/89208554477,https://www.instagram.com/muraveynik_32/"
Строительные материалы,Брянская область,,Стройлон,+7 (4832) 31-77-77 [object Object],,td32.ru,"https://ok.ru/stroilon,https://vk.com/stroilon,https://www.facebook.com/groups/282444495748518"
Строительные материалы,Брянская область,,Стройка,+7 (920) 834-85-60,,,
Строительные материалы,Брянская область,,Строймастер,+7 (4832) 92-98-48,,www.stm32.ru,"https://facebook.com/stroymasterbryansk,https://instagram.com/stroymasterbryansk"
Строительные материалы,Брянская область,,Саморезы,+7 (4832) 65-11-11,,samorezi.com,
Строительные материалы,Брянская область,,Стройлон,+7 (4832) 31-77-77 [object Object],,td32.ru,"https://ok.ru/stroilon,https://vk.com/stroilon"
Строительные материалы,Брянская область,,ОБИ,+7 (4832) 37-87-77,,www.obi.ru,"https://ok.ru/obiru,https://vk.com/obiru,https://www.facebook.com/obirussia,https://www.instagram.com/obi.russia/,https://www.youtube.com/channel/UCW9EvxjrRSCKC6AE3Lt_uMA"
Торгово-производственная компания,Брянская область,,АгроПромТеплица,,,bryansk.agropromteplitsa.ru,"https://ok.ru/group/56391993655401,https://vk.com/agropromteplitsa32,https://www.instagram.com/agropromteplitsa,https://www.youtube.com/channel/UCOaOI1_MbgB8dViD9J_lMIw"
Торгово-производственная компания,Брянская область,,Брянскстроммаш,,,,
Торгово-производственная компания,Брянская область,,"Диспак, торгово-производственная компания",8 (800) 500-12-41,,dispak.ru,"https://vk.com/dispak_russia,https://www.facebook.com/dispak.russia"
Торгово-производственная компания,Брянская область,,Торгово-производственная компания,+7 (905) 174-33-62,,,
Торгово-производственная компания,Брянская область,,Брянский завод холодильного оборудования,+7 (4832) 77-00-19,,www.bzho.ru,"https://vk.com/public190944004,https://www.instagram.com/bzho32/"
Торгово-производственная компания,Брянская область,,Брянские полуфабрикаты,+7 (4832) 55-55-57,,pfb32.ru,
Торгово-производственная компания,Брянская область,,БЗТпА,+7 (4832) 32-20-22,,bztpa.ru,
Строительная компания,Воронежская область,,Строительно-ремонтная компания Дон,+7 (473) 222-03-57,,срк-дон.рф,https://vk.com/public79201738
Строительная компания,Воронежская область,,Воронежские свайные конструкции,+7 (991) 327-61-67,,rsm-market.ru,"https://vk.com/svai_voronezh,https://wa.me/89913276167,https://www.facebook.com/pages/%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D0%B5%D0%B6%D1%81%D0%BA%D0%B8%D0%B5-%D0%A1%D0%B2%D0%B0%D0%B9%D0%BD%D1%8B%D0%B5-%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D0%B8/1014097935464731,https://www.instagram.com/svai_vrn/,https://www.youtube.com/channel/UC07pDBUk9pyyqlFbuaSv6fQ?view_as=subscriber"
Строительная компания,Воронежская область,,Новый Дом,+7 (473) 210-00-11,,n-dom.com,"http://facebook.com/ndomcom,http://instagram.com/ndomcom,http://ok.ru/group/53039039643834,http://vk.com/ndomcom"
Строительная компания,Воронежская область,,Новый Дом,+7 (473) 210-00-11,,n-dom.com,"http://facebook.com/ndomcom,http://instagram.com/ndomcom,http://ok.ru/group/53039039643834,http://vk.com/ndomcom"
Строительная компания,Воронежская область,,Новый Дом,+7 (473) 210-00-11,,n-dom.com,"https://ok.ru/group/53039039643834,https://vk.com/ndomcom,https://www.facebook.com/ndomcom,https://www.instagram.com/ndomcom"
Строительная компания,Воронежская область,,КингСтрой - строительная компания,+7 (920) 220-54-44,,kingstroi.ru,https://wa.me/79202205444
Металлопрокат,Воронежская область,,Протэк,+7 (473) 210-01-00,,www.protecgroup.ru,"https://vk.com/protecgroup,https://www.facebook.com/protecgroupru"
Металлопрокат,Воронежская область,,Инокспоинт Групп,8 (800) 100-27-17,,voronezh.inoxpoint.ru,"http://instagram.com/inoxpoint_official,https://vk.com/inoxpoint,https://www.facebook.com/InoXPoint"
Металлопрокат,Воронежская область,,Протэк,+7 (473) 207-06-97,,www.protecgroup.ru,"https://vk.com/protecgroup,https://www.facebook.com/protecgroupru"
Металлопрокат,Воронежская область,,Звонкая песнь металла,+7 (980) 555-25-25,,zismetall.ru,
Металлопрокат,Воронежская область,,Стройматериалы,+7 (951) 565-54-54,,,
Металлопрокат,Воронежская область,,Цинк Торг,+7 (473) 256-51-92,,ct36.ru,
Металлопрокат,Воронежская область,,Корпорация Металлинвест,+7 (473) 207-55-55,,metplus-vrn.ru,
Торгово-производственная компания,Брянская область,,Брянскпромбурвод,+7 (4832) 59-00-35,,bpbv.ru,http://vk.com/club85258336
Металлопрокат,Воронежская область,,АО Металлоторг,+7 (473) 233-32-45,,www.metallotorg.ru,
Металлопрокат,Воронежская область,,Корпорация Металлинвест,+7 (47391) 2-00-22,,metplus-vrn.ru,
Металлопрокат,Воронежская область,,Корпорация Металлинвест,+7 (473) 207-55-55,,metplus-vrn.ru,
Цветной металл,Владимирская область,,Стилс,+7 (904) 257-17-51,,metallolom33.ru,https://www.youtube.com/channel/UC7BrjnsL4dfVM2e5b1MH4zA
Цветной металл,Владимирская область,,Торговый Дом ЦветМетКомплект,+7 (499) 490-77-53,,nonfer.ru,
