category,city,email,name,phones,products,site,social
Торгово-производственная компания,Брянская область,,ПТК Транском,+7 (4832) 59-52-10,,ptktranskom.ru,"https://vk.com/ptktranskom,https://www.instagram.com/ptk_transkom"
Торгово-производственная компания,Брянская область,,Брянские полуфабрикаты,+7 (4832) 55-55-57,,pfb32.ru,
Торгово-производственная компания,Брянская область,,Транспортно-промышленная компания,+7 (4832) 32-03-21,,oootpk32.ru,
Строительная компания,Брянская область,,БрянскАгрострой,,,brastr.ru,https://vk.com/bryanskagrostroi
Строительная компания,Брянская область,,БрянскСтальКонструкция,+7 (920) 838-61-08,,bsklstk.ru,https://vk.com/bsklstk/
Строительная компания,Брянская область,,ГК Инстрой,+7 (4832) 26-08-32,,www.instroy-bryansk.ru,
Строительная компания,Брянская область,,БрянскГрадоСтроитель,+7 (4832) 52-61-60,,bgs32.ru,
Металлопрокат,Воронежская область,,Корпорация Металлинвест,+7 (473) 207-55-55,,metplus-vrn.ru,
Цветной металл,Владимирская область,,Ресурс-М,+7 (4922) 36-64-81,,resurs-m.ru,
Цветной металл,Владимирская область,,Приём металлолома,+7 (900) 474-88-55,,vladimirlom.mya5.ru,"https://instagram.com/priemmetalolomavladimir,https://vk.com/lom_33"
Цветной металл,Владимирская область,,Приём металлолома,+7 (900) 474-81-72,,vladimirlom.mya5.ru,"https://vk.com/lom_33,https://www.instagram.com/priemmetalolomavladimir?igshid=giosxsn0ah64"
Цветной металл,Владимирская область,,Прием лома,+7 (900) 474-82-37,,vladimirlom.mya5.ru,"https://instagram.com/priemmetalolomavladimir,https://vk.com/lom_33"
Цветной металл,Владимирская область,,МТК ЗиО-Мет,+7 (49245) 2-95-95,,www.ziomet.ru,"http://vk.com/ziomet,http://www.facebook.com/groups/564997260179633,http://www.youtube.com/channel/UCzNbWNYszL3Qonj8P9fUPrw/feed"
Чёрный металлопрокат,Владимирская область,,Прием металлолома № 3,+7 (930) 830-08-24,,визон-приемка.рф,"https://viber.click/79308300824,https://vk.com/vizonpriemka,https://wa.me/79308300824"
Чёрный металлопрокат,Владимирская область,,Металл-холдинг,+7 (4922) 49-40-05,,metall-holding.ru,
Чёрный металлопрокат,Владимирская область,,Приём металлолома № 2,+7 (903) 833-29-63,,визон-приемка.рф,"https://viber.click/79038332963,https://vk.com/vizonpriemka,https://wa.me/79038332963"
Строительные материалы,Владимирская область,,Идеал,+7 (980) 756-75-13,,idealshop33.ru,"https://viber.click/79807567513,https://vk.com/ideal_vladimir,https://wa.me/79807567513"
Строительные материалы,Владимирская область,,Строительный Рынок,+7 (920) 620-03-23,,,"https://viber.click/89206200323,https://wa.me/89206200323,https://www.instagram.com/Stroyshop_pavlovskoe"
Строительные материалы,Владимирская область,,Аксон,8 (800) 100-49-00,,akson.ru,"https://facebook.com/Akson.ru,https://ok.ru/akson.ru,https://vk.com/akson_ru"
Цветной металл,Брянская область,,Вторметбрянск,+7 (950) 698-90-84,,vmb32.ru,
Цветной металл,Брянская область,,БрянскВторМеталл,+7 (4832) 33-23-93,,,
Цветной металл,Воронежская область,,Воронежвторсырье,+7 (920) 229-18-01,,voronezh.priem-metallolom.com,"http://vk.com/metall36,https://viber.click/79518738923,https://wa.me/79518738923,https://www.instagram.com/voronezhvtorsyre"
Цветной металл, Калужская область,,Вторчермет. Прием металлолома,+7 (910) 521-81-80,Лом черных металлов,,
Цветной металл, Калужская область,,Прием черных и цветных металлов,+7 (902) 390-06-38,,,https://vk.com/id560664646
Строительные материалы,Москва,,Антика,+7 (499) 577-02-03,,www.antica.su,"https://vk.com/antica_su,https://wa.me/74957755894,https://www.instagram.com/antica.su"
Цветной металл, Калужская область,,Прием металлолома,+7 (977) 489-31-18,"Чермет,Латунь разносортная,Медь разносортная",,https://instagram.com/metall_lom?igshid=1hiddyotrpvvv
Цветной металл, Калужская область,,Прием металлолома,+7 (926) 661-96-29,,,https://instagram.com/metall_lom?igshid=1hiddyotrpvvv
Цветной металл, Калужская область,,Цветметком,+7 (926) 403-27-26,,www.cvetmetcom.ru,
Цветной металл, Калужская область,,Приём металлолома,+7 (977) 489-24-13,,,https://instagram.com/metall_lom?igshid=1hiddyotrpvvv
Цветной металл, Калужская область,,Приём металлолома,+7 (906) 725-97-00,,,https://instagram.com/metall_lom
Цветной металл, Калужская область,,Приём металла цветного и черного,+7 (902) 932-03-37,,,https://vk.com/id584338935
Цветной металл, Калужская область,,Вторчермет,+7 (910) 540-05-30,,вторчермет-обнинск.рф,
Цветной металл, Калужская область,,Приём цветного и чёрного металла,+7 (902) 398-27-85,,,https://www.instagram.com/1967sergeii?r=nametag
Чёрный металлопрокат, Калужская область,,Фирма Квантом,,,,
Цветной металл, Калужская область,,Приём лома черных и цветных металлов,+7 (953) 330-78-02,,,https://vk.com/id560664646
Чёрный металлопрокат, Калужская область,,Стройматериалы,+7 (903) 814-56-31,,plitkaborovsk.ru,http://vk.com/plitkaborovsk
Чёрный металлопрокат, Калужская область,,ФлексКомплект,+7 (953) 337-32-22,,fleks-komplekt.tiu.ru,
Чёрный металлопрокат, Калужская область,,Металлобаза НЛМК,+7 (925) 851-34-14,,,
Чёрный металлопрокат, Калужская область,,Металлобаза обнинск-металл,+7 (903) 812-31-82,,metallobaza-obninsk.ru,https://vk.com/club123432329
Чёрный металлопрокат, Калужская область,,На Кариже,+7 (48431) 5-80-12,,,
Чёрный металлопрокат, Калужская область,,Металлобаза № 1,+7 (910) 910-31-12,,metall-40.ru,
Чёрный металлопрокат, Калужская область,,Металлобаза,+7 (960) 515-77-62,,zhukov-metall.ru,
Цветной металл,Воронежская область,,Фортуна,+7 (952) 959-79-49,,fortmetvrn.clients.site,"http://vk.com/metallvoronezh,https://wa.me/79529597949"
Цветной металл,Воронежская область,,Воронеж-Втормет,+7 (473) 205-20-04,,vrnlom.ru,
Цветной металл,Воронежская область,,Вип Металл,+7 (951) 858-77-28,,voronezh.lom-invest.ru,"http://vk.com/vipmetall36,https://wa.me/79518587728"
Чёрный металлопрокат,Воронежская область,,Хетек Воронеж,+7 (473) 229-29-12,,xetek.ru,"https://vk.com/xetek,https://www.instagram.com/xetekmetallolomvoronezh/?igshid=kjcnu6rzi9o3"
Чёрный металлопрокат,Воронежская область,,Воронеж-Втормет,+7 (473) 205-20-04,,vrnlom.ru,
Строительные материалы, Калужская область,,Строй Гарант,+7 (484) 233-34-89,,obninsk.sg-kaluga.ru,
Строительные материалы, Калужская область,,Тысяча мелочей,+7 (484) 394-07-51,,www.obninskbiz.ru,http://twitter.com/obninskbiz
Строительные материалы, Калужская область,,СтройКровля,+7 (905) 642-67-99,,,
Строительные материалы, Калужская область,,Северный,+7 (484) 399-20-25,,stroymarket40.ru,https://instagram.com/tskseverny?igshid=grdsmwf1kyg7
Строительные материалы, Калужская область,,Руфкомплект,+7 (484) 399-61-84,,www.roofcom.ru,
Строительные материалы, Калужская область,,Михалыч,+7 (484) 396-47-00,,www.m-obninsk.ru,
Строительные материалы, Калужская область,,Стройматериалы на Заре,+7 (48431) 2-87-77,,md-mk.ru,
Строительные материалы, Калужская область,,Строительный на 101 км,+7 (484) 396-28-44,,stroy101km.ru,
Строительные материалы, Калужская область,,Краски.ру,+7 (495) 505-61-05,,www.kraski.ru,"https://ok.ru/group/60070643237107,https://t.me/79250118786,https://twitter.com/_KRASKI_ru,https://viber.click/79250118786,https://vk.com/club127103235,https://wa.me/79250118786,https://www.facebook.com/КРАСКИru-1655267741458295,https://www.instagram.com/kraskiru/,https://www.youtube.com/channel/UCF-56u16_QaqplXakbDctLQ"
Строительные материалы, Калужская область,,Доброе,+7 (965) 708-59-44,,stroydvordobroe40.ru,
Торгово-производственная компания, Калужская область,,ТПК Росток,+7 (495) 105-94-64,,product.tpk-rostok.ru,"https://vk.com/tpk_rostok,https://www.instagram.com/tpk_rostok/"
Торгово-производственная компания, Калужская область,,Росспецизделие,+7 (484) 396-25-86,,www.rosizdelie.ru,"http://vk.com/club9695053,https://twitter.com/https://www.wildberries.ru/catalog/18582224/detail.aspx?targetUrl=IN,https://www.instagram.com/izpelenok"
Торгово-производственная компания, Калужская область,,СВС Про Плюс,+7 (968) 531-84-65,Панировочные сухари,panirovka40.ru,"https://viber.click/89685318465,https://wa.me/89685318465"
Торгово-производственная компания, Калужская область,,ПКП Техтрон+,+7 (495) 777-51-76,,tehtron.ru,
Торгово-производственная компания, Калужская область,,Производственная компания Тесей,+7 (484) 399-37-42,,www.tesey.com,
Строительная компания, Калужская область,,New Domik,+7 (910) 707-15-15,,new-domik.ru,"https://vk.com/newdomik,https://www.facebook.com/profile.php?id=100014420683345&lst=100014420683345:100014420683345:1584726408&sk=friends&source_ref=pb_friends_tl"
Строительная компания, Калужская область,,Стройтехмонтаж +,+7 (48431) 2-58-00,,stm-plus.org,
Строительная компания, Калужская область,,Кировский ДСК,+7 (48456) 5-01-61,,k-dsk.ru,
Строительная компания, Калужская область,,Бонолит,+7 (48431) 5-94-81,,bonolit.ru,"http://instagram.com/bonolit,http://twitter.com/bonolit_ru,http://youtube.com/channel/UCEkdTb4uzkjw2UCxLNVp7YA,https://vk.com/bonolit,https://www.facebook.com/Bonolit"
Строительная компания, Калужская область,,Калужская Строительная Компания,+7 (903) 636-77-66,,www.ksk40.ru,
Металлопрокат, Калужская область,,СтальКор,+7 (4842) 40-11-40,,stalcor.ru,"https://ok.ru/profile/577693404233,https://vk.com/zskstalcor,https://wa.me/89208985577,https://www.instagram.com/stalcor.zsk?igshid=5dg9bcwcld87"
Металлопрокат, Калужская область,,Мастерок,+7 (910) 543-56-62,,,
Металлопрокат, Калужская область,,МеталлСтройСнаб,8 (800) 450-00-15,,metallss.ru,http://vk.com/metallssru
Металлопрокат, Калужская область,,Фаворит,+7 (910) 919-57-03,,www.gkf40.ru,
Цветной металл,Ивановская область,,Техресурс,+7 (901) 687-02-91,,,https://ok.ru/profile/571184934992
Цветной металл,Ивановская область,,Прием Цветного и Чёрного лома,+7 (901) 483-27-62,,,https://vk.com/club185829361
Цветной металл,Ивановская область,,Прием Цветного и Чёрного лома,+7 (920) 351-82-62,,,https://vk.com/id417653548
Цветной металл,Ивановская область,,Русский металл,+7 (920) 361-57-49,,www.rusmet365.ru,
Цветной металл,Брянская область,,Диорит,+7 (4832) 51-65-33,,,
Цветной металл,Брянская область,,Приём металлолома,+7 (953) 270-80-32,,,
Цветной металл,Брянская область,,Брянсквтормет,+7 (4832) 63-83-85,,radiolom-skupka.ru,
Строительные материалы,Воронежская область,,Камень36,+7 (473) 292-22-36,,камень36.рф,https://instagram.com/kamen36.voronej
Строительные материалы,Воронежская область,,Новый Дом,+7 (473) 210-00-11,,www.n-dom.com,
Строительные материалы,Воронежская область,,Молоток,+7 (950) 766-22-76,,,https://wa.me/74736392222
Торгово-производственная компания,Воронежская область,,Технопластик,+7 (473) 262-28-79,,technoplastik.ru,
Торгово-производственная компания,Воронежская область,,Метака,+7 (473) 222-41-30,,www.metakavrn.ru,
Торгово-производственная компания,Воронежская область,,Торгово-промышленная палата Воронежской области,+7 (473) 277-24-87,,www.tppvo.ru,"https://twitter.com/tpprf_ru,https://vk.com/tpprf,https://www.facebook.com/tpprf,https://www.instagram.com/tpprf/"
Торгово-производственная компания,Воронежская область,,Мстрой,,,асфальтворонеж.рф,
Металлопрокат, Калужская область,,Металлоторг,+7 (4842) 55-55-65,,www.metallotorg.ru,
Цветной металл,Ивановская область,,ИвЦветМет,+7 (960) 500-06-56,,cvetmet37.ru,"https://viber.click/79605000656,https://vk.com/cvetmet37,https://wa.me/79605000656"
Чёрный металлопрокат,Ивановская область,,"Металлопрокат, офис",+7 (4932) 28-77-73,,metall37.com,https://vk.com/id261767609
Чёрный металлопрокат,Ивановская область,,"Металлторг, металлобаза Шуя",+7 (980) 691-29-11,,metalltorg37.ru,"https://viber.click/89621554818,https://vk.com/public203176970,https://wa.me/89621554818,https://www.facebook.com/metalltorg37"
Строительные материалы,Ивановская область,,СтройДОМ,+7 (4932) 93-80-00,,stroydom-ivanovo.ru,"http://vk.com/stroydom_iv,https://www.instagram.com/"
Строительные материалы,Ивановская область,,Леруа Мерлен,8 (800) 700-00-99,,ivanovo.leroymerlin.ru,"https://ok.ru/leroymerlin,https://twitter.com/_LeroyMerlin,https://vk.com/leroy_merlin,https://www.facebook.com/LeroyMerlinRussia,https://www.instagram.com/leroymerlinivanovo/,https://www.youtube.com/user/LeroyMerlinRu"
Строительные материалы,Ивановская область,,Центр Строительных Материалов,+7 (4932) 36-00-20,,www.csm37.ru,"http://vk.com/csm37,https://www.instagram.com/csm_ivanovo/"
Строительные материалы,Ивановская область,,Стройбат,+7 (4932) 22-02-30,,strojbat.com,"http://vk.com/prokat_v_ivanovo,https://ok.ru/group/strojbat.com"
Строительные материалы,Ивановская область,,Аксон,8 (800) 100-49-00,,akson.ru,"http://facebook.com/akson.ru,https://ok.ru/akson.ru,https://vk.com/akson_ru"
Торгово-производственная компания,Ивановская область,,ЛиматонУпаковка,8 (800) 600-70-28,,limpack.ru,
Торгово-производственная компания,Ивановская область,,Завод подъемников,8 (800) 707-53-30,,zapod.ru,"https://viber.click/89266412155,https://vk.com/zavod_podiomnikov,https://wa.me/89266412155,https://www.facebook.com/groups/1729680720505688,https://www.instagram.com/zavod_podiomnikov,https://www.youtube.com/channel/UCmknMckPo-V2tFXVwcNc8sg/featured"
Торгово-производственная компания,Ивановская область,,Производственное предприятие,,,,
Торгово-производственная компания,Ивановская область,,Тейковский ХБК,8 (800) 350-99-33,,www.teikovo.com,"http://facebook.com/тейковский-хбк-1375868142677509,http://instagram.com/teikovo.hbk,http://vk.com/club63054627,https://ok.ru/group/50711341629601"
Торгово-производственная компания,Ивановская область,,Производство керамических изделий,+7 (964) 490-86-49,,tandyrof.ru,"https://twitter.com/tandyrof,https://vk.com/tandyrof_ru,https://www.instagram.com/tandyrof.ru/"
Строительная компания,Ивановская область,,Резцофф,+7 (49351) 6-03-07,,reztsoff.ru,
Строительная компания,Ивановская область,,СДК Алмаз,+7 (4932) 34-40-77,,рос-алмаз.рф,"https://vk.com/rosalmaz,https://www.facebook.com/rosalmaz,https://www.instagram.com/rosalmaz,https://www.youtube.com/channel/UCl332m5udkewJKi_rAnuYXA"
Строительная компания,Ивановская область,,РемСтройКом,+7 (964) 494-13-99,,ремстройком.рф,"https://ok.ru/profile/582809755535,https://wa.me/89644941399"
Строительная компания,Ивановская область,,АрхиМодуль,+7 (920) 353-94-85,,архимодуль37.рф,https://www.instagram.com/archimodul37
Строительная компания,Ивановская область,,Мастер Строй,+7 (920) 351-99-88,,ms-37.ru,"http://instagram.com/masterstroi37kineshma,https://ok.ru/masterstroy.kineshma,https://t.me/Master_Stroi_Kineshma,https://viber.click/89203519988,https://vk.com/id266597124,https://wa.me/89203519988,https://www.facebook.com/masterstroikineshma/?ref=bookmarks"
Металлопрокат,Ивановская область,,Металл-альянс,+7 (4932) 48-30-30,,ma37.ru,
Металлопрокат,Ивановская область,,ВолгаСтройСервис,+7 (49331) 9-68-78 [object Object],,metallobaza37.ru,
Металлопрокат,Ивановская область,,"ДиПОС-Иваново, Верхневолжский СМЦ",8 (800) 200-01-20,,ivanovo.dipos.ru,"https://www.facebook.com/dipos.ru/,https://www.instagram.com/_dipos_/,https://www.youtube.com/channel/UCeu6KE7x3KjnuaUNOYVqUhw"
Металлопрокат,Ивановская область,,Первая Металлобаза,+7 (910) 689-43-88,,www.metall-shuya.ru,
Чёрный металлопрокат,Брянская область,,Каркас,+7 (4832) 37-00-23,,каркас32.рф,"https://vk.com/potolki32ru,https://www.instagram.com/potolki32br/"
Строительные материалы,Брянская область,,Строймастер,+7 (4832) 92-98-48,,www.stm32.ru,"https://facebook.com/stroymasterbryansk,https://instagram.com/stroymasterbryansk"
Строительные материалы,Брянская область,,Югас-Строй,+7 (48345) 3-37-06,,,
Строительные материалы,Брянская область,,Мастерок,+7 (920) 852-80-71 [object Object],,,"https://ok.ru/profile/578532572063,https://t.me/https://www.avito.ru/user/b68b4d850b904be8444f40da818b39e9/profile?id=919409883&iid=919409883&page_from=from_item_card&src=item,https://viber.click/89208528071,https://vk.com/club150091766,https://wa.me/89208528071"
Торгово-производственная компания,Воронежская область,,Сртп Гидропривод,+7 (473) 259-28-38,,gidroprivod.net,"https://viber.click/89601142363,https://www.instagram.com/srtpgidroprivod"
Строительная компания,Воронежская область,,Новый Дом,+7 (473) 210-00-11,,n-dom.com,"http://facebook.com/ndomcom,http://instagram.com/ndomcom,http://ok.ru/group/53039039643834,http://vk.com/ndomcom"
Строительная компания,Воронежская область,,Святобор,+7 (473) 205-20-43,,srubvrn.ru,"https://viber.click/89204643919,https://wa.me/89204643919,https://www.instagram.com/srubvrn.ru"
Строительная компания,Воронежская область,,Новый Дом,+7 (473) 210-00-11,,n-dom.com,"http://facebook.com/ndomcom,http://instagram.com/ndomcom,http://ok.ru/group/53039039643834,http://vk.com/ndomcom"
Строительная компания,Воронежская область,,Новый Дом,+7 (473) 210-00-11,,n-dom.com,"https://ok.ru/group/53039039643834,https://vk.com/ndomcom,https://www.facebook.com/ndomcom,https://www.instagram.com/ndomcom"
Строительная компания,Воронежская область,,КингСтрой - строительная компания,+7 (920) 220-54-44,,kingstroi.ru,https://wa.me/79202205444
Металлопрокат,Воронежская область,,Корпорация Металлинвест,+7 (473) 207-55-55,,metplus-vrn.ru,
Металлопрокат,Воронежская область,,АО Металлоторг,+7 (473) 233-32-45,,www.metallotorg.ru,
Металлопрокат,Воронежская область,,Корпорация Металлинвест,+7 (47391) 2-00-22,,metplus-vrn.ru,
Металлопрокат,Ивановская область,,Msg,+7 (4932) 93-03-30,,мс37.рф,"https://ok.ru/group/53444249977030,https://vk.com/msgivanovo,https://www.facebook.com/mserviss,https://www.instagram.com/,https://www.youtube.com/MSG"
Торгово-производственная компания,Владимирская область,,Торговая компания,+7 (920) 919-19-82,,,
Торгово-производственная компания,Владимирская область,,Торгово-промышленная компания Владимирская,,,vltpk.ru,
Строительная компания,Владимирская область,,Стройматериалы,+7 (49243) 4-25-50,,,
Строительная компания,Владимирская область,,Владимирский строитель,+7 (4922) 49-45-43,,v-stroitel.ru,"http://vk.com/club130235287,https://www.facebook.com/groups/stroi,https://www.instagram.com/vladimirskii_stroitel/,https://www.ok.ru/group52689757208743,https://www.youtube.com/channel/UCm--olEbA50iKIlY71JDx7Q"
Строительная компания,Владимирская область,,СтройМакс,+7 (4922) 46-64-63,"Состав Огнебиозащитный ОГНЕБОР тонированный (20кг) Яр Антисептик,Фиксатор ТИЗ для гибких связей (100шт),Гипсокартон (ГКЛ) 9,5х1200х2500 ДАНОГИПС (76шт/под)",stroimaks.ru,"https://viber.click/79014449000,https://wa.me/79019929000,https://www.instagram.com/stroimaks33"
Строительная компания,Владимирская область,,Трест 33,+7 (4922) 60-01-07,,трест33.рф,"https://t.me/89101713033,https://vk.com/trest_33,https://wa.me/89190071333,https://www.instagram.com/trest_33,https://www.youtube.com/channel/UCFHtieIyv6JujZYDuzwwNKg"
Строительная компания,Владимирская область,,КСК,+7 (919) 009-40-44,,,https://vk.com/club160304468
Металлопрокат,Владимирская область,,Металлобаза Усад,+7 (910) 082-18-99,,,https://www.instagram.com/metallobaza_usad/
Металлопрокат,Владимирская область,,Металлобаза № 1,+7 (915) 792-25-00,,metallalex.ru,
Металлопрокат,Владимирская область,,Апекс,+7 (49245) 4-97-79,,apeks-group.com,
Металлопрокат,Владимирская область,,Металлоторг,+7 (4922) 52-22-33,,www.metallotorg.ru,"http://vk.com/metallotorgvladimir,http://www.facebook.com/MetallotorgVladimir,http://www.youtube.com/watch?v=dIjmY7_U-og"
Строительные материалы,Москва,,ОБИ,+7 (495) 777-75-75,,www.obi.ru,"http://vk.com/obiru,https://www.facebook.com/obirussia,https://www.instagram.com/obi.russia/,https://www.youtube.com/channel/UCW9EvxjrRSCKC6AE3Lt_uMA"
Металлопрокат,Костромская область,,Nlmk.Shop,+7 (495) 127-43-92,,nlmk.shop,"https://twitter.com/nlmk,https://vk.com/nlmk_ru,https://www.facebook.com/nlmk.press,https://www.instagram.com/nlmk_group/,https://www.youtube.com/user/nlmkonair"
Цветной металл,Костромская область,,Металл Яр,+7 (4852) 90-09-88,,metal-yar.ru,
Цветной металл,Костромская область,,Цветмет,,,,
Цветной металл,Костромская область,,Прием Цветного и Чёрного лома,+7 (920) 341-39-89,,,https://vk.com/id417653548
Цветной металл,Костромская область,,Русский металл,+7 (920) 674-89-37,,www.rusmet365.ru,
Цветной металл,Костромская область,,Русс металл,+7 (920) 394-00-63,,www.rusmet365.ru,
Цветной металл,Костромская область,,Деловой мотив,+7 (920) 382-13-12,,delmot.ru,http://vk.com/vadimich72
Цветной металл,Костромская область,,Vtorma,,,vtorma44.ru,
Цветной металл,Костромская область,,Цветмет,,,,
Цветной металл,Костромская область,,ЦветМет,+7 (4942) 64-81-71,,mymet.ru,
Цветной металл,Костромская область,,КостромаМетКом,+7 (890) 552-14-73,,,
Чёрный металлопрокат,Костромская область,,ТД Уралпрокат,+7 (900) 200-63-41,,kostroma.tduralprokat.ru,
Чёрный металлопрокат,Костромская область,,Костромской филиал ПАО Тнмк,+7 (4942) 46-18-38,,tnmk-kostroma.ru,
Чёрный металлопрокат,Костромская область,,МК-Эталон,8 (800) 234-30-89,,ze-ma.ru,https://vk.com/zema_su
Чёрный металлопрокат,Костромская область,,Новый ковчег,+7 (4942) 32-51-55,,nk44.ru,https://www.youtube.com/channel/UCgpCfngtuTgPSVuJ5ZmMFtw/
Чёрный металлопрокат,Костромская область,,Метком,+7 (960) 532-15-15,,,
Чёрный металлопрокат,Костромская область,,ПКФ Айсберг АС,+7 (4942) 46-18-33,,kostroma.asmetalloprokat.ru,
Строительные материалы,Костромская область,,Кровля и Изоляция,+7 (4942) 46-13-26,,kostroma.ts-krovizol.ru,https://www.facebook.com/krovizol2015
Строительные материалы,Костромская область,,Производственная компания МТИ,+7 (910) 370-42-06,,zaomti.com,
Строительные материалы,Костромская область,,Кенгуру,8 (800) 100-33-12,,kostroma.kenguru.ru,"https://ok.ru/kengurumag,https://t.me/kengurumag,https://viber.click/79508891843,https://vk.com/kengurumag,https://wa.me/79508891843,https://www.facebook.com/kengurumag,https://www.instagram.com/kengurumag,https://www.youtube.com/channel/UCKgV8-8DoRr8vxLLDtlUupA"
Строительные материалы,Костромская область,,Теплоблок44,+7 (4942) 49-94-03,,www.teploblok44.ru,
Строительные материалы,Костромская область,,Костромской силикатный завод,+7 (4942) 33-00-33,,www.silikat.ru,http://vk.com/clubsilikat44
Строительные материалы,Костромская область,,Костромастрой-неруд,+7 (4942) 49-91-33,"Песок строительный,Щебень фр.5/20",ks-nerud.ru,https://www.instagram.com/ksn.kostromastroinerud
Строительные материалы,Костромская область,,Главснаб,+7 (4942) 49-35-35,,glavsnab.com,"https://vk.com/glavsnab44,https://www.facebook.com/Главснаб-453169675432148/,https://www.instagram.com/_glavsnab_"
Строительные материалы,Костромская область,,Пегас,+7 (4942) 53-01-12,,1000m44.ru,"https://vk.com/magazin1000,https://www.facebook.com/1000m44/"
Строительные материалы,Костромская область,,СтройОптТорг,+7 (4942) 43-10-51,,,
Строительные материалы,Костромская область,,Костромской завод строительных материалов,8 (800) 550-00-56,,thermocube.ru,"https://facebook.com/thermocube-1451140301868234,https://vk.com/public95914698"
Строительные материалы,Костромская область,,Аксон,8 (800) 100-49-00,,akson.ru,"http://www.facebook.com/Akson.ru,https://ok.ru/akson.ru,https://vk.com/akson_ru"
Торгово-производственная компания,Костромская область,,Костромской промышленный комбинат,+7 (4942) 46-78-88,Металлообработка,kosprom.com,"https://www.facebook.com/kospromcom,https://www.instagram.com/kospromcom/"
Торгово-производственная компания,Костромская область,,Торгово-производственная компания Золотой лев,+7 (4942) 43-33-61,,,
Торгово-производственная компания,Костромская область,,Производственная компания Веос,+7 (953) 655-31-60,,veostorg.ru,https://vk.com/public198064338
Торгово-производственная компания,Костромская область,,Пекуша,,,,
Торгово-производственная компания,Костромская область,,Костромская,+7 (930) 390-43-14,,zhiletoptom.ru,
Торгово-производственная компания,Костромская область,,Торгово-производственная компания МолПром,+7 (4942) 42-44-85,,,
Торгово-производственная компания,Костромская область,,Торгово-производственная компания Унипром,+7 (4942) 22-40-64,,,
Строительная компания,Костромская область,,Скорпион+,+7 (903) 898-27-60,,,
Строительная компания,Костромская область,,Армада,,,,
